data,produto_id,nome_produto_x,categoria_x,quantidade_vendida,preco_unitario,ds,yhat,nome_produto_y,categoria_y
2024-09-15,prod_032,Água Mineral,Bebidas,43,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-06-12,prod_003,Sabão em Pó,Limpeza,38,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-09-21,prod_008,Energético,Bebidas,99,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-10-16,prod_037,Fio Dental,Higiene,58,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-07-23,prod_026,Hambúrguer Congelado,Congelados,64,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-05-20,prod_023,Fósforo,Diversos,11,6.76,2024-11-30,1558.8512950877998,Desinfetante,Limpeza
2024-07-26,prod_022,Condicionador,Higiene,22,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-09-14,prod_033,Nuggets,Congelados,81,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-08-02,prod_002,Desodorante,Higiene,17,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-06-16,prod_039,Peixe Congelado,Congelados,52,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-05-25,prod_035,Loção Hidratante,Cosméticos,62,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-07-09,prod_049,Linguiça,Carnes,3,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-19,prod_023,Fósforo,Diversos,10,6.76,2024-11-30,1558.8512950877998,Desinfetante,Limpeza
2024-08-15,prod_007,Desinfetante,Limpeza,24,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-06-28,prod_049,Linguiça,Carnes,73,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-09,prod_030,Perfume,Cosméticos,93,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-10-02,prod_025,Picanha,Carnes,100,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-07-30,prod_049,Linguiça,Carnes,5,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-08-16,prod_006,Água Mineral,Bebidas,29,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-08-04,prod_040,Hambúrguer Congelado,Congelados,73,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-07-14,prod_033,Nuggets,Congelados,19,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-07-10,prod_004,Energético,Bebidas,35,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-07-16,prod_030,Perfume,Cosméticos,50,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-05-20,prod_034,Cerveja,Bebidas,39,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-07-14,prod_001,Sabão em Pó,Limpeza,43,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-09-04,prod_013,Perfume,Cosméticos,47,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-10-10,prod_020,Farinha de Trigo,Alimentação,3,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-05-02,prod_035,Loção Hidratante,Cosméticos,57,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-08-12,prod_005,Multiuso,Limpeza,92,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-07-23,prod_030,Perfume,Cosméticos,34,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-08-08,prod_048,Condicionador,Higiene,82,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-10-08,prod_014,Pilhas,Diversos,34,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-06-30,prod_014,Pilhas,Diversos,29,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-06-20,prod_046,Peixe Congelado,Congelados,85,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-06-29,prod_027,Hambúrguer Congelado,Congelados,41,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-09-19,prod_018,Presunto,Frios e Laticínios,24,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-08-24,prod_017,Amaciante,Limpeza,10,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-08-07,prod_045,Biscoito,Padaria,55,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-08-05,prod_030,Perfume,Cosméticos,46,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-04-23,prod_050,Desodorante,Higiene,6,25.41,2024-11-30,1350.7101483318484,Farinha de Trigo,Alimentação
2024-06-30,prod_005,Multiuso,Limpeza,1,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-08-20,prod_017,Amaciante,Limpeza,93,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-10-04,prod_031,Requeijão,Frios e Laticínios,24,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-10-03,prod_049,Linguiça,Carnes,41,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-23,prod_005,Multiuso,Limpeza,68,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-07-14,prod_003,Sabão em Pó,Limpeza,8,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-08-27,prod_006,Água Mineral,Bebidas,73,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-05-15,prod_050,Desodorante,Higiene,99,25.41,2024-11-30,1350.7101483318484,Farinha de Trigo,Alimentação
2024-06-13,prod_017,Amaciante,Limpeza,27,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-10-06,prod_002,Desodorante,Higiene,18,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-08-02,prod_041,Amaciante,Limpeza,19,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-05-29,prod_041,Amaciante,Limpeza,5,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-09-30,prod_034,Cerveja,Bebidas,58,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-07-22,prod_028,Azeite de Oliva,Alimentação,64,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-07-22,prod_033,Nuggets,Congelados,94,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-09-19,prod_046,Peixe Congelado,Congelados,84,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-04-27,prod_046,Peixe Congelado,Congelados,95,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-05-27,prod_024,Perfume,Cosméticos,63,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-08-13,prod_031,Requeijão,Frios e Laticínios,72,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-05-31,prod_038,Guardanapos,Diversos,15,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-05-12,prod_003,Sabão em Pó,Limpeza,5,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-08-04,prod_003,Sabão em Pó,Limpeza,43,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-09-25,prod_025,Picanha,Carnes,59,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-09-08,prod_007,Desinfetante,Limpeza,53,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-04-26,prod_040,Hambúrguer Congelado,Congelados,31,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-04-30,prod_049,Linguiça,Carnes,41,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-22,prod_024,Perfume,Cosméticos,51,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-10-08,prod_018,Presunto,Frios e Laticínios,97,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-10-01,prod_007,Desinfetante,Limpeza,84,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-08-20,prod_001,Sabão em Pó,Limpeza,24,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-08-30,prod_046,Peixe Congelado,Congelados,12,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-06-09,prod_024,Perfume,Cosméticos,99,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-07-27,prod_048,Condicionador,Higiene,38,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-10-09,prod_003,Sabão em Pó,Limpeza,43,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-04-28,prod_050,Desodorante,Higiene,1,25.41,2024-11-30,1350.7101483318484,Farinha de Trigo,Alimentação
2024-07-01,prod_049,Linguiça,Carnes,73,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-17,prod_004,Energético,Bebidas,26,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-08-13,prod_032,Água Mineral,Bebidas,87,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-09-07,prod_025,Picanha,Carnes,47,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-09-05,prod_036,Creme Dental,Higiene,82,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-06-02,prod_016,Manteiga,Frios e Laticínios,89,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-09-09,prod_040,Hambúrguer Congelado,Congelados,15,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-04-23,prod_034,Cerveja,Bebidas,32,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-05-21,prod_045,Biscoito,Padaria,39,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-10-10,prod_046,Peixe Congelado,Congelados,22,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-06-15,prod_005,Multiuso,Limpeza,4,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-09-03,prod_021,Condicionador,Higiene,59,31.54,2024-11-30,1383.926075406138,Hambúrguer Congelado,Congelados
2024-06-11,prod_033,Nuggets,Congelados,55,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-05-09,prod_045,Biscoito,Padaria,99,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-06-20,prod_012,Loção Hidratante,Cosméticos,81,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-05-07,prod_015,Detergente,Limpeza,24,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-09-07,prod_027,Hambúrguer Congelado,Congelados,62,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-05-03,prod_028,Azeite de Oliva,Alimentação,52,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-05-22,prod_006,Água Mineral,Bebidas,2,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-06-03,prod_018,Presunto,Frios e Laticínios,59,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-08-31,prod_024,Perfume,Cosméticos,7,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-09-04,prod_031,Requeijão,Frios e Laticínios,78,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-09-02,prod_032,Água Mineral,Bebidas,45,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-06-27,prod_019,Papel Filme,Diversos,36,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-10-12,prod_040,Hambúrguer Congelado,Congelados,76,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-06-08,prod_014,Pilhas,Diversos,52,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-08-15,prod_001,Sabão em Pó,Limpeza,23,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-08-06,prod_013,Perfume,Cosméticos,85,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-08-03,prod_019,Papel Filme,Diversos,34,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-09-03,prod_041,Amaciante,Limpeza,4,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-06-24,prod_015,Detergente,Limpeza,5,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-08-09,prod_049,Linguiça,Carnes,77,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-07-02,prod_048,Condicionador,Higiene,72,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-05-15,prod_036,Creme Dental,Higiene,18,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-08-13,prod_046,Peixe Congelado,Congelados,27,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-05-15,prod_028,Azeite de Oliva,Alimentação,33,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-09-17,prod_043,Creme Dental,Higiene,9,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-07-16,prod_034,Cerveja,Bebidas,7,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-10-07,prod_026,Hambúrguer Congelado,Congelados,27,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-08-21,prod_008,Energético,Bebidas,4,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-04-26,prod_035,Loção Hidratante,Cosméticos,20,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-05-06,prod_008,Energético,Bebidas,41,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-09-12,prod_043,Creme Dental,Higiene,57,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-09-08,prod_005,Multiuso,Limpeza,48,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-06-30,prod_049,Linguiça,Carnes,18,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-08-10,prod_010,Costela,Carnes,79,10.39,2024-11-30,1344.1082865451142,Bife de Alcatra,Carnes
2024-05-21,prod_002,Desodorante,Higiene,83,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-05-23,prod_004,Energético,Bebidas,69,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-08-10,prod_015,Detergente,Limpeza,22,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-10-06,prod_040,Hambúrguer Congelado,Congelados,2,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-06-30,prod_033,Nuggets,Congelados,21,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-05-22,prod_020,Farinha de Trigo,Alimentação,99,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-08-11,prod_030,Perfume,Cosméticos,53,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-05-04,prod_045,Biscoito,Padaria,12,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-10-15,prod_017,Amaciante,Limpeza,30,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-06-15,prod_006,Água Mineral,Bebidas,44,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-05-26,prod_005,Multiuso,Limpeza,46,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-08-12,prod_049,Linguiça,Carnes,39,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-25,prod_008,Energético,Bebidas,53,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-10-08,prod_042,Farinha de Trigo,Alimentação,72,7.48,2024-11-30,1492.7891262132096,Açúcar,Alimentação
2024-09-02,prod_025,Picanha,Carnes,92,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-04-27,prod_002,Desodorante,Higiene,86,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-10-15,prod_015,Detergente,Limpeza,4,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-06-09,prod_034,Cerveja,Bebidas,59,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-06-10,prod_005,Multiuso,Limpeza,82,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-09-08,prod_031,Requeijão,Frios e Laticínios,28,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-08-21,prod_027,Hambúrguer Congelado,Congelados,15,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-06-01,prod_044,Batata Frita Congelada,Congelados,58,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-05-12,prod_026,Hambúrguer Congelado,Congelados,18,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-06-24,prod_046,Peixe Congelado,Congelados,23,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-07-22,prod_041,Amaciante,Limpeza,9,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-05-13,prod_032,Água Mineral,Bebidas,82,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-07-04,prod_022,Condicionador,Higiene,73,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-05-15,prod_016,Manteiga,Frios e Laticínios,90,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-05-21,prod_030,Perfume,Cosméticos,16,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-10-02,prod_046,Peixe Congelado,Congelados,76,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-07-31,prod_050,Desodorante,Higiene,62,25.41,2024-11-30,1350.7101483318484,Farinha de Trigo,Alimentação
2024-08-23,prod_049,Linguiça,Carnes,25,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-08-13,prod_029,Condicionador,Higiene,7,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-05-01,prod_033,Nuggets,Congelados,65,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-07-05,prod_005,Multiuso,Limpeza,39,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-08-15,prod_029,Condicionador,Higiene,92,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-05-06,prod_048,Condicionador,Higiene,72,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-06-26,prod_034,Cerveja,Bebidas,94,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-06-07,prod_009,Presunto,Frios e Laticínios,70,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-04-26,prod_017,Amaciante,Limpeza,82,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-06-28,prod_019,Papel Filme,Diversos,84,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-07-09,prod_028,Azeite de Oliva,Alimentação,33,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-10-14,prod_039,Peixe Congelado,Congelados,92,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-06-19,prod_040,Hambúrguer Congelado,Congelados,66,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-09-19,prod_029,Condicionador,Higiene,58,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-09-16,prod_028,Azeite de Oliva,Alimentação,68,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-06-28,prod_038,Guardanapos,Diversos,73,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-08-11,prod_024,Perfume,Cosméticos,47,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-05-24,prod_044,Batata Frita Congelada,Congelados,54,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-07-29,prod_018,Presunto,Frios e Laticínios,25,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-04-28,prod_020,Farinha de Trigo,Alimentação,10,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-09-30,prod_014,Pilhas,Diversos,14,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-09-22,prod_028,Azeite de Oliva,Alimentação,64,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-05-26,prod_009,Presunto,Frios e Laticínios,43,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-07-23,prod_004,Energético,Bebidas,95,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-08-01,prod_035,Loção Hidratante,Cosméticos,6,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-06-14,prod_026,Hambúrguer Congelado,Congelados,96,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-09-17,prod_025,Picanha,Carnes,8,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-09-18,prod_043,Creme Dental,Higiene,8,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-09-16,prod_027,Hambúrguer Congelado,Congelados,93,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-06-23,prod_011,Peixe Congelado,Congelados,1,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-09-17,prod_009,Presunto,Frios e Laticínios,15,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-09-23,prod_016,Manteiga,Frios e Laticínios,46,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-10-08,prod_036,Creme Dental,Higiene,60,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-06-25,prod_049,Linguiça,Carnes,57,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-08-13,prod_029,Condicionador,Higiene,77,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-08-02,prod_035,Loção Hidratante,Cosméticos,51,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-08-17,prod_014,Pilhas,Diversos,1,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-08-15,prod_038,Guardanapos,Diversos,63,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-10-10,prod_008,Energético,Bebidas,37,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-07-11,prod_033,Nuggets,Congelados,26,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-09-28,prod_014,Pilhas,Diversos,34,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-06-25,prod_036,Creme Dental,Higiene,100,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-08-15,prod_002,Desodorante,Higiene,61,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-09-08,prod_012,Loção Hidratante,Cosméticos,94,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-09-01,prod_036,Creme Dental,Higiene,68,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-08-18,prod_046,Peixe Congelado,Congelados,9,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-04-22,prod_029,Condicionador,Higiene,25,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-06-27,prod_039,Peixe Congelado,Congelados,3,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-07-20,prod_046,Peixe Congelado,Congelados,67,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-05-25,prod_040,Hambúrguer Congelado,Congelados,74,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-05-11,prod_032,Água Mineral,Bebidas,93,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-08-30,prod_017,Amaciante,Limpeza,73,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-09-30,prod_009,Presunto,Frios e Laticínios,82,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-09-10,prod_017,Amaciante,Limpeza,48,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-08-05,prod_004,Energético,Bebidas,70,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-10-06,prod_004,Energético,Bebidas,54,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-04-30,prod_031,Requeijão,Frios e Laticínios,59,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-08-11,prod_011,Peixe Congelado,Congelados,46,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-09-08,prod_009,Presunto,Frios e Laticínios,17,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-08-26,prod_048,Condicionador,Higiene,46,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-05-29,prod_024,Perfume,Cosméticos,71,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-10-19,prod_003,Sabão em Pó,Limpeza,64,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-09-06,prod_030,Perfume,Cosméticos,3,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-06-20,prod_007,Desinfetante,Limpeza,36,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-08-23,prod_016,Manteiga,Frios e Laticínios,38,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-10-01,prod_037,Fio Dental,Higiene,91,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-09-29,prod_038,Guardanapos,Diversos,89,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-05-22,prod_024,Perfume,Cosméticos,45,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-05-28,prod_028,Azeite de Oliva,Alimentação,35,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-05-07,prod_003,Sabão em Pó,Limpeza,13,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-05-26,prod_020,Farinha de Trigo,Alimentação,58,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-10-04,prod_011,Peixe Congelado,Congelados,82,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-08-22,prod_038,Guardanapos,Diversos,21,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-08-17,prod_031,Requeijão,Frios e Laticínios,94,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-09-30,prod_036,Creme Dental,Higiene,24,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-07-29,prod_048,Condicionador,Higiene,39,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-05-05,prod_030,Perfume,Cosméticos,5,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-07-14,prod_004,Energético,Bebidas,42,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-09-19,prod_040,Hambúrguer Congelado,Congelados,18,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-07-05,prod_020,Farinha de Trigo,Alimentação,17,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-05-04,prod_005,Multiuso,Limpeza,36,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-08-02,prod_020,Farinha de Trigo,Alimentação,39,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
