data,produto_id,nome_produto,categoria,quantidade_vendida,preco_unitario
2024-06-08,prod_028,Vinho Tinto,Bebidas,69,10.07
2024-07-08,prod_010,Iogurte,Frios e Laticínios,72,16.1
2024-09-24,prod_020,Limpa Vidros,Limpeza,86,10.48
2024-10-13,prod_036,Pão Integral,Padaria,44,11.68
2024-09-25,prod_032,Requeijão,Frios e Laticínios,60,8.51
2024-09-04,prod_040,Nuggets,Congelados,45,29.19
2024-04-25,prod_001,Bolo de Chocolate,Padaria,47,9.56
2024-05-31,prod_029,Pão de Forma,Padaria,75,11.52
2024-05-11,prod_048,Peixe Congelado,Congelados,73,15.82
2024-05-11,prod_014,Protetor Solar,Cosméticos,30,12.84
2024-05-01,prod_023,Queijo Mussarela,Frios e Laticínios,72,21.01
2024-07-27,prod_009,Suco de Laranja,Bebidas,15,33.15
2024-06-23,prod_029,Pão de Forma,Padaria,40,11.52
2024-05-27,prod_031,Condicionador,Higiene,47,8.94
2024-08-15,prod_005,Multiuso,Limpeza,5,29.72
2024-05-21,prod_011,Peixe Congelado,Congelados,64,24.04
2024-07-02,prod_027,Leite Integral,Frios e Laticínios,72,22.96
2024-05-22,prod_017,Esponja de Aço,Limpeza,79,14.38
2024-09-21,prod_045,Requeijão,Frios e Laticínios,12,34.06
2024-07-29,prod_044,Manteiga,Frios e Laticínios,25,39.71
2024-06-01,prod_017,Esponja de Aço,Limpeza,28,14.38
2024-06-04,prod_036,Pão Integral,Padaria,32,11.68
2024-07-15,prod_011,Peixe Congelado,Congelados,25,24.04
2024-07-24,prod_021,Carvão para Churrasco,Diversos,40,5.64
2024-10-01,prod_049,Loção Hidratante,Cosméticos,40,18.19
2024-07-13,prod_003,Bife de Alcatra,Carnes,97,38.02
2024-04-24,prod_034,Guardanapos,Diversos,50,7.56
2024-05-03,prod_032,Requeijão,Frios e Laticínios,16,8.51
2024-10-09,prod_048,Peixe Congelado,Congelados,23,15.82
2024-07-23,prod_029,Pão de Forma,Padaria,5,11.52
2024-07-19,prod_042,Esponja de Aço,Limpeza,83,34.71
2024-07-09,prod_035,Esmalte,Cosméticos,63,45.96
2024-05-24,prod_025,Peixe Congelado,Congelados,67,48.54
2024-07-28,prod_019,Hambúrguer Congelado,Congelados,43,46.57
2024-10-03,prod_014,Protetor Solar,Cosméticos,50,12.84
2024-06-17,prod_008,Carne Moída,Carnes,92,39.03
2024-05-01,prod_005,Multiuso,Limpeza,3,29.72
2024-09-01,prod_043,Farinha de Trigo,Alimentação,14,11.56
2024-06-23,prod_006,Batata Frita Congelada,Congelados,18,45.94
2024-07-17,prod_018,Leite Integral,Frios e Laticínios,70,28.75
2024-08-21,prod_010,Iogurte,Frios e Laticínios,47,16.1
2024-08-31,prod_026,Nuggets,Congelados,97,10.42
2024-10-20,prod_017,Esponja de Aço,Limpeza,12,14.38
2024-07-19,prod_035,Esmalte,Cosméticos,45,45.96
2024-07-20,prod_036,Pão Integral,Padaria,88,11.68
2024-09-29,prod_006,Batata Frita Congelada,Congelados,49,45.94
2024-09-24,prod_006,Batata Frita Congelada,Congelados,54,45.94
2024-06-19,prod_044,Manteiga,Frios e Laticínios,29,39.71
2024-09-30,prod_020,Limpa Vidros,Limpeza,33,10.48
2024-10-08,prod_048,Peixe Congelado,Congelados,82,15.82
2024-08-04,prod_006,Batata Frita Congelada,Congelados,34,45.94
2024-06-01,prod_025,Peixe Congelado,Congelados,47,48.54
2024-07-05,prod_042,Esponja de Aço,Limpeza,4,34.71
2024-09-09,prod_031,Condicionador,Higiene,55,8.94
2024-10-11,prod_038,Pizza Congelada,Congelados,20,37.38
2024-07-04,prod_005,Multiuso,Limpeza,16,29.72
2024-10-12,prod_036,Pão Integral,Padaria,58,11.68
2024-10-03,prod_026,Nuggets,Congelados,50,10.42
2024-07-10,prod_040,Nuggets,Congelados,16,29.19
2024-05-21,prod_047,Pão Francês,Padaria,41,17.71
2024-05-13,prod_033,Sabão em Pó,Limpeza,49,13.43
2024-05-16,prod_045,Requeijão,Frios e Laticínios,41,34.06
2024-09-07,prod_037,Linguiça,Carnes,74,41.8
2024-05-31,prod_010,Iogurte,Frios e Laticínios,37,16.1
2024-09-13,prod_041,Fósforo,Diversos,60,36.86
2024-06-27,prod_027,Leite Integral,Frios e Laticínios,96,22.96
2024-08-18,prod_045,Requeijão,Frios e Laticínios,59,34.06
2024-06-20,prod_043,Farinha de Trigo,Alimentação,12,11.56
2024-09-22,prod_001,Bolo de Chocolate,Padaria,41,9.56
2024-08-10,prod_032,Requeijão,Frios e Laticínios,20,8.51
2024-06-26,prod_049,Loção Hidratante,Cosméticos,88,18.19
2024-07-07,prod_007,Condicionador,Higiene,91,13.53
2024-06-06,prod_047,Pão Francês,Padaria,49,17.71
2024-09-22,prod_039,Suco de Laranja,Bebidas,93,47.16
2024-05-29,prod_041,Fósforo,Diversos,45,36.86
2024-07-09,prod_044,Manteiga,Frios e Laticínios,27,39.71
2024-09-13,prod_048,Peixe Congelado,Congelados,51,15.82
2024-09-09,prod_006,Batata Frita Congelada,Congelados,5,45.94
2024-08-09,prod_015,Pão de Forma,Padaria,22,42.57
2024-08-11,prod_044,Manteiga,Frios e Laticínios,60,39.71
2024-07-07,prod_021,Carvão para Churrasco,Diversos,83,5.64
2024-05-27,prod_022,Filé de Peito de Frango,Carnes,41,36.71
2024-05-19,prod_039,Suco de Laranja,Bebidas,72,47.16
2024-08-09,prod_003,Bife de Alcatra,Carnes,28,38.02
2024-06-29,prod_001,Bolo de Chocolate,Padaria,3,9.56
2024-08-11,prod_047,Pão Francês,Padaria,98,17.71
2024-09-23,prod_001,Bolo de Chocolate,Padaria,78,9.56
2024-07-21,prod_010,Iogurte,Frios e Laticínios,26,16.1
2024-09-17,prod_042,Esponja de Aço,Limpeza,48,34.71
2024-10-12,prod_030,Croissant,Padaria,82,49.73
2024-08-09,prod_001,Bolo de Chocolate,Padaria,20,9.56
2024-08-30,prod_021,Carvão para Churrasco,Diversos,58,5.64
2024-10-09,prod_013,Costela,Carnes,63,17.56
2024-07-23,prod_022,Filé de Peito de Frango,Carnes,91,36.71
2024-06-04,prod_041,Fósforo,Diversos,40,36.86
2024-10-18,prod_002,Perfume,Cosméticos,18,40.75
2024-08-12,prod_026,Nuggets,Congelados,46,10.42
2024-05-12,prod_004,Requeijão,Frios e Laticínios,14,14.14
2024-05-14,prod_016,Croissant,Padaria,88,37.36
2024-10-05,prod_004,Requeijão,Frios e Laticínios,23,14.14
2024-10-06,prod_047,Pão Francês,Padaria,38,17.71
2024-09-07,prod_027,Leite Integral,Frios e Laticínios,43,22.96
2024-07-17,prod_021,Carvão para Churrasco,Diversos,4,5.64
2024-07-07,prod_012,Açúcar,Alimentação,24,7.35
2024-06-17,prod_036,Pão Integral,Padaria,31,11.68
2024-06-18,prod_025,Peixe Congelado,Congelados,86,48.54
2024-06-26,prod_041,Fósforo,Diversos,51,36.86
2024-05-09,prod_012,Açúcar,Alimentação,16,7.35
2024-07-09,prod_030,Croissant,Padaria,94,49.73
2024-04-27,prod_021,Carvão para Churrasco,Diversos,96,5.64
2024-05-12,prod_001,Bolo de Chocolate,Padaria,52,9.56
2024-05-29,prod_040,Nuggets,Congelados,50,29.19
2024-06-30,prod_035,Esmalte,Cosméticos,16,45.96
2024-07-24,prod_013,Costela,Carnes,44,17.56
2024-08-09,prod_038,Pizza Congelada,Congelados,76,37.38
2024-05-05,prod_046,Amaciante,Limpeza,15,36.75
2024-08-30,prod_019,Hambúrguer Congelado,Congelados,56,46.57
2024-09-18,prod_036,Pão Integral,Padaria,47,11.68
2024-08-09,prod_027,Leite Integral,Frios e Laticínios,40,22.96
2024-08-10,prod_044,Manteiga,Frios e Laticínios,24,39.71
2024-10-17,prod_011,Peixe Congelado,Congelados,73,24.04
2024-07-02,prod_005,Multiuso,Limpeza,23,29.72
2024-04-27,prod_041,Fósforo,Diversos,59,36.86
2024-10-08,prod_035,Esmalte,Cosméticos,8,45.96
2024-10-17,prod_048,Peixe Congelado,Congelados,93,15.82
2024-05-28,prod_033,Sabão em Pó,Limpeza,72,13.43
2024-05-03,prod_014,Protetor Solar,Cosméticos,9,12.84
2024-07-12,prod_032,Requeijão,Frios e Laticínios,59,8.51
2024-10-13,prod_040,Nuggets,Congelados,67,29.19
2024-07-25,prod_016,Croissant,Padaria,99,37.36
2024-07-06,prod_034,Guardanapos,Diversos,14,7.56
2024-10-20,prod_040,Nuggets,Congelados,93,29.19
2024-07-17,prod_026,Nuggets,Congelados,10,10.42
2024-09-13,prod_014,Protetor Solar,Cosméticos,41,12.84
2024-05-26,prod_037,Linguiça,Carnes,26,41.8
2024-04-23,prod_006,Batata Frita Congelada,Congelados,96,45.94
2024-10-18,prod_006,Batata Frita Congelada,Congelados,46,45.94
2024-10-04,prod_019,Hambúrguer Congelado,Congelados,40,46.57
2024-07-06,prod_026,Nuggets,Congelados,23,10.42
2024-06-14,prod_010,Iogurte,Frios e Laticínios,5,16.1
2024-08-06,prod_008,Carne Moída,Carnes,27,39.03
2024-05-05,prod_011,Peixe Congelado,Congelados,77,24.04
2024-07-21,prod_004,Requeijão,Frios e Laticínios,92,14.14
2024-07-21,prod_038,Pizza Congelada,Congelados,25,37.38
2024-07-27,prod_021,Carvão para Churrasco,Diversos,84,5.64
2024-09-07,prod_009,Suco de Laranja,Bebidas,86,33.15
2024-05-12,prod_009,Suco de Laranja,Bebidas,79,33.15
2024-07-01,prod_043,Farinha de Trigo,Alimentação,75,11.56
2024-06-19,prod_034,Guardanapos,Diversos,99,7.56
2024-07-27,prod_004,Requeijão,Frios e Laticínios,28,14.14
2024-08-30,prod_030,Croissant,Padaria,83,49.73
2024-09-25,prod_014,Protetor Solar,Cosméticos,63,12.84
2024-05-31,prod_040,Nuggets,Congelados,85,29.19
2024-06-11,prod_001,Bolo de Chocolate,Padaria,70,9.56
2024-09-10,prod_007,Condicionador,Higiene,38,13.53
2024-06-29,prod_034,Guardanapos,Diversos,70,7.56
2024-09-05,prod_014,Protetor Solar,Cosméticos,13,12.84
2024-09-13,prod_033,Sabão em Pó,Limpeza,29,13.43
2024-04-28,prod_034,Guardanapos,Diversos,23,7.56
2024-10-11,prod_028,Vinho Tinto,Bebidas,41,10.07
2024-05-24,prod_030,Croissant,Padaria,67,49.73
2024-10-06,prod_011,Peixe Congelado,Congelados,38,24.04
2024-06-08,prod_007,Condicionador,Higiene,58,13.53
2024-05-25,prod_013,Costela,Carnes,25,17.56
2024-08-07,prod_010,Iogurte,Frios e Laticínios,42,16.1
2024-06-16,prod_030,Croissant,Padaria,4,49.73
2024-09-20,prod_026,Nuggets,Congelados,30,10.42
2024-09-05,prod_021,Carvão para Churrasco,Diversos,64,5.64
2024-09-11,prod_013,Costela,Carnes,20,17.56
2024-05-26,prod_027,Leite Integral,Frios e Laticínios,85,22.96
2024-09-20,prod_048,Peixe Congelado,Congelados,4,15.82
2024-10-07,prod_034,Guardanapos,Diversos,52,7.56
2024-05-25,prod_036,Pão Integral,Padaria,43,11.68
2024-08-17,prod_011,Peixe Congelado,Congelados,40,24.04
2024-07-05,prod_016,Croissant,Padaria,4,37.36
2024-08-01,prod_035,Esmalte,Cosméticos,55,45.96
2024-06-18,prod_029,Pão de Forma,Padaria,38,11.52
2024-09-05,prod_033,Sabão em Pó,Limpeza,36,13.43
2024-08-05,prod_018,Leite Integral,Frios e Laticínios,4,28.75
2024-06-12,prod_022,Filé de Peito de Frango,Carnes,36,36.71
2024-06-28,prod_045,Requeijão,Frios e Laticínios,52,34.06
2024-09-10,prod_014,Protetor Solar,Cosméticos,14,12.84
2024-04-28,prod_021,Carvão para Churrasco,Diversos,66,5.64
2024-10-04,prod_034,Guardanapos,Diversos,95,7.56
2024-08-27,prod_007,Condicionador,Higiene,54,13.53
2024-06-06,prod_043,Farinha de Trigo,Alimentação,12,11.56
2024-09-13,prod_044,Manteiga,Frios e Laticínios,42,39.71
2024-09-16,prod_019,Hambúrguer Congelado,Congelados,6,46.57
2024-08-16,prod_011,Peixe Congelado,Congelados,32,24.04
2024-07-14,prod_040,Nuggets,Congelados,17,29.19
2024-07-23,prod_010,Iogurte,Frios e Laticínios,28,16.1
2024-06-13,prod_037,Linguiça,Carnes,60,41.8
2024-06-23,prod_043,Farinha de Trigo,Alimentação,61,11.56
2024-08-13,prod_003,Bife de Alcatra,Carnes,70,38.02
2024-10-10,prod_003,Bife de Alcatra,Carnes,26,38.02
2024-07-27,prod_010,Iogurte,Frios e Laticínios,58,16.1
2024-06-11,prod_039,Suco de Laranja,Bebidas,2,47.16
2024-09-07,prod_014,Protetor Solar,Cosméticos,37,12.84
2024-07-11,prod_047,Pão Francês,Padaria,34,17.71
2024-07-19,prod_023,Queijo Mussarela,Frios e Laticínios,73,21.01
2024-05-13,prod_036,Pão Integral,Padaria,50,11.68
2024-10-18,prod_044,Manteiga,Frios e Laticínios,47,39.71
2024-07-27,prod_019,Hambúrguer Congelado,Congelados,73,46.57
2024-07-08,prod_017,Esponja de Aço,Limpeza,75,14.38
2024-10-04,prod_022,Filé de Peito de Frango,Carnes,47,36.71
2024-09-27,prod_018,Leite Integral,Frios e Laticínios,17,28.75
2024-08-22,prod_024,Amaciante,Limpeza,58,14.44
2024-10-02,prod_031,Condicionador,Higiene,2,8.94
2024-07-24,prod_043,Farinha de Trigo,Alimentação,14,11.56
2024-09-28,prod_040,Nuggets,Congelados,54,29.19
2024-10-04,prod_016,Croissant,Padaria,51,37.36
2024-08-05,prod_033,Sabão em Pó,Limpeza,4,13.43
2024-09-23,prod_042,Esponja de Aço,Limpeza,3,34.71
2024-06-20,prod_036,Pão Integral,Padaria,62,11.68
2024-09-07,prod_013,Costela,Carnes,74,17.56
2024-09-23,prod_032,Requeijão,Frios e Laticínios,70,8.51
2024-05-21,prod_042,Esponja de Aço,Limpeza,30,34.71
2024-04-27,prod_007,Condicionador,Higiene,46,13.53
2024-09-14,prod_034,Guardanapos,Diversos,33,7.56
2024-09-27,prod_049,Loção Hidratante,Cosméticos,100,18.19
2024-05-06,prod_045,Requeijão,Frios e Laticínios,42,34.06
2024-07-27,prod_014,Protetor Solar,Cosméticos,45,12.84
2024-08-30,prod_047,Pão Francês,Padaria,50,17.71
2024-05-06,prod_028,Vinho Tinto,Bebidas,57,10.07
2024-06-27,prod_023,Queijo Mussarela,Frios e Laticínios,61,21.01
2024-09-15,prod_019,Hambúrguer Congelado,Congelados,91,46.57
2024-09-25,prod_046,Amaciante,Limpeza,75,36.75
2024-06-28,prod_037,Linguiça,Carnes,47,41.8
2024-05-10,prod_004,Requeijão,Frios e Laticínios,87,14.14
2024-06-13,prod_037,Linguiça,Carnes,49,41.8
2024-08-16,prod_002,Perfume,Cosméticos,3,40.75
2024-07-04,prod_023,Queijo Mussarela,Frios e Laticínios,35,21.01
2024-08-02,prod_044,Manteiga,Frios e Laticínios,62,39.71
2024-08-20,prod_004,Requeijão,Frios e Laticínios,63,14.14
2024-07-22,prod_043,Farinha de Trigo,Alimentação,4,11.56
2024-08-10,prod_015,Pão de Forma,Padaria,76,42.57
2024-10-09,prod_005,Multiuso,Limpeza,95,29.72
2024-09-03,prod_045,Requeijão,Frios e Laticínios,43,34.06
2024-10-09,prod_016,Croissant,Padaria,12,37.36
2024-05-07,prod_019,Hambúrguer Congelado,Congelados,44,46.57
2024-04-25,prod_008,Carne Moída,Carnes,15,39.03
2024-05-21,prod_023,Queijo Mussarela,Frios e Laticínios,36,21.01
2024-08-31,prod_049,Loção Hidratante,Cosméticos,92,18.19
2024-05-09,prod_045,Requeijão,Frios e Laticínios,23,34.06
2024-07-11,prod_006,Batata Frita Congelada,Congelados,46,45.94
2024-10-08,prod_035,Esmalte,Cosméticos,52,45.96
2024-09-05,prod_014,Protetor Solar,Cosméticos,86,12.84
2024-09-17,prod_015,Pão de Forma,Padaria,8,42.57
2024-04-23,prod_021,Carvão para Churrasco,Diversos,58,5.64
2024-10-08,prod_032,Requeijão,Frios e Laticínios,79,8.51
2024-06-26,prod_036,Pão Integral,Padaria,44,11.68
2024-05-15,prod_023,Queijo Mussarela,Frios e Laticínios,23,21.01
2024-08-11,prod_009,Suco de Laranja,Bebidas,20,33.15
2024-06-14,prod_002,Perfume,Cosméticos,8,40.75
2024-08-13,prod_025,Peixe Congelado,Congelados,43,48.54
2024-05-29,prod_010,Iogurte,Frios e Laticínios,60,16.1
2024-08-27,prod_007,Condicionador,Higiene,54,13.53
2024-06-10,prod_028,Vinho Tinto,Bebidas,38,10.07
2024-07-11,prod_049,Loção Hidratante,Cosméticos,79,18.19
2024-06-08,prod_023,Queijo Mussarela,Frios e Laticínios,13,21.01
2024-08-15,prod_028,Vinho Tinto,Bebidas,45,10.07
2024-07-22,prod_007,Condicionador,Higiene,7,13.53
2024-07-23,prod_019,Hambúrguer Congelado,Congelados,35,46.57
2024-07-10,prod_001,Bolo de Chocolate,Padaria,60,9.56
2024-05-29,prod_017,Esponja de Aço,Limpeza,60,14.38
2024-08-21,prod_017,Esponja de Aço,Limpeza,14,14.38
2024-05-19,prod_012,Açúcar,Alimentação,56,7.35
2024-06-30,prod_022,Filé de Peito de Frango,Carnes,6,36.71
2024-07-23,prod_004,Requeijão,Frios e Laticínios,34,14.14
2024-04-25,prod_023,Queijo Mussarela,Frios e Laticínios,76,21.01
2024-05-22,prod_009,Suco de Laranja,Bebidas,96,33.15
2024-07-16,prod_030,Croissant,Padaria,16,49.73
2024-08-01,prod_037,Linguiça,Carnes,60,41.8
2024-05-31,prod_003,Bife de Alcatra,Carnes,68,38.02
2024-07-20,prod_016,Croissant,Padaria,4,37.36
2024-08-22,prod_022,Filé de Peito de Frango,Carnes,72,36.71
2024-07-24,prod_046,Amaciante,Limpeza,25,36.75
2024-08-15,prod_001,Bolo de Chocolate,Padaria,90,9.56
2024-05-13,prod_046,Amaciante,Limpeza,57,36.75
2024-06-09,prod_027,Leite Integral,Frios e Laticínios,33,22.96
2024-05-11,prod_038,Pizza Congelada,Congelados,36,37.38
2024-06-15,prod_018,Leite Integral,Frios e Laticínios,67,28.75
2024-07-24,prod_043,Farinha de Trigo,Alimentação,18,11.56
2024-08-08,prod_047,Pão Francês,Padaria,5,17.71
2024-06-11,prod_011,Peixe Congelado,Congelados,87,24.04
2024-10-03,prod_018,Leite Integral,Frios e Laticínios,26,28.75
2024-05-14,prod_041,Fósforo,Diversos,41,36.86
2024-04-30,prod_015,Pão de Forma,Padaria,63,42.57
2024-09-24,prod_034,Guardanapos,Diversos,72,7.56
2024-06-04,prod_017,Esponja de Aço,Limpeza,52,14.38
2024-10-18,prod_038,Pizza Congelada,Congelados,65,37.38
2024-06-30,prod_049,Loção Hidratante,Cosméticos,19,18.19
2024-09-28,prod_006,Batata Frita Congelada,Congelados,45,45.94
2024-04-29,prod_034,Guardanapos,Diversos,72,7.56
2024-07-31,prod_043,Farinha de Trigo,Alimentação,50,11.56
2024-07-22,prod_011,Peixe Congelado,Congelados,25,24.04
2024-08-30,prod_018,Leite Integral,Frios e Laticínios,87,28.75
2024-06-30,prod_041,Fósforo,Diversos,49,36.86
2024-06-14,prod_023,Queijo Mussarela,Frios e Laticínios,87,21.01
2024-07-30,prod_008,Carne Moída,Carnes,34,39.03
2024-08-01,prod_016,Croissant,Padaria,96,37.36
2024-10-09,prod_020,Limpa Vidros,Limpeza,77,10.48
2024-06-09,prod_009,Suco de Laranja,Bebidas,96,33.15
2024-08-18,prod_035,Esmalte,Cosméticos,18,45.96
2024-09-08,prod_030,Croissant,Padaria,96,49.73
2024-09-09,prod_025,Peixe Congelado,Congelados,19,48.54
2024-10-15,prod_050,Esponja de Aço,Limpeza,38,30.0
2024-07-21,prod_007,Condicionador,Higiene,45,13.53
2024-05-23,prod_038,Pizza Congelada,Congelados,13,37.38
2024-06-21,prod_050,Esponja de Aço,Limpeza,72,30.0
2024-05-18,prod_045,Requeijão,Frios e Laticínios,96,34.06
2024-05-29,prod_030,Croissant,Padaria,60,49.73
2024-09-22,prod_045,Requeijão,Frios e Laticínios,75,34.06
2024-07-03,prod_014,Protetor Solar,Cosméticos,6,12.84
2024-07-15,prod_026,Nuggets,Congelados,3,10.42
2024-05-27,prod_033,Sabão em Pó,Limpeza,86,13.43
2024-10-18,prod_043,Farinha de Trigo,Alimentação,87,11.56
2024-09-14,prod_038,Pizza Congelada,Congelados,62,37.38
2024-08-17,prod_023,Queijo Mussarela,Frios e Laticínios,1,21.01
2024-09-23,prod_034,Guardanapos,Diversos,75,7.56
2024-06-11,prod_048,Peixe Congelado,Congelados,65,15.82
2024-06-20,prod_046,Amaciante,Limpeza,43,36.75
2024-08-01,prod_019,Hambúrguer Congelado,Congelados,73,46.57
2024-06-26,prod_003,Bife de Alcatra,Carnes,20,38.02
2024-08-12,prod_033,Sabão em Pó,Limpeza,77,13.43
2024-06-10,prod_017,Esponja de Aço,Limpeza,58,14.38
2024-10-20,prod_006,Batata Frita Congelada,Congelados,77,45.94
2024-07-16,prod_023,Queijo Mussarela,Frios e Laticínios,55,21.01
2024-05-20,prod_027,Leite Integral,Frios e Laticínios,94,22.96
2024-05-21,prod_015,Pão de Forma,Padaria,58,42.57
2024-07-02,prod_006,Batata Frita Congelada,Congelados,28,45.94
2024-07-17,prod_038,Pizza Congelada,Congelados,39,37.38
2024-09-19,prod_034,Guardanapos,Diversos,35,7.56
2024-05-15,prod_028,Vinho Tinto,Bebidas,42,10.07
2024-10-15,prod_026,Nuggets,Congelados,70,10.42
2024-06-06,prod_011,Peixe Congelado,Congelados,8,24.04
2024-10-16,prod_049,Loção Hidratante,Cosméticos,40,18.19
2024-09-12,prod_047,Pão Francês,Padaria,74,17.71
2024-05-06,prod_008,Carne Moída,Carnes,2,39.03
2024-08-18,prod_008,Carne Moída,Carnes,31,39.03
2024-09-05,prod_007,Condicionador,Higiene,94,13.53
2024-10-18,prod_045,Requeijão,Frios e Laticínios,12,34.06
2024-06-03,prod_030,Croissant,Padaria,6,49.73
2024-05-02,prod_044,Manteiga,Frios e Laticínios,47,39.71
2024-05-14,prod_020,Limpa Vidros,Limpeza,49,10.48
2024-09-30,prod_024,Amaciante,Limpeza,14,14.44
2024-09-20,prod_030,Croissant,Padaria,12,49.73
2024-09-17,prod_008,Carne Moída,Carnes,14,39.03
2024-05-24,prod_029,Pão de Forma,Padaria,55,11.52
2024-05-14,prod_032,Requeijão,Frios e Laticínios,82,8.51
2024-04-23,prod_034,Guardanapos,Diversos,21,7.56
2024-07-29,prod_005,Multiuso,Limpeza,30,29.72
2024-09-21,prod_034,Guardanapos,Diversos,56,7.56
2024-07-04,prod_006,Batata Frita Congelada,Congelados,92,45.94
2024-05-16,prod_036,Pão Integral,Padaria,67,11.68
2024-05-21,prod_016,Croissant,Padaria,9,37.36
2024-08-26,prod_032,Requeijão,Frios e Laticínios,37,8.51
2024-07-24,prod_004,Requeijão,Frios e Laticínios,60,14.14
2024-05-02,prod_018,Leite Integral,Frios e Laticínios,29,28.75
2024-07-08,prod_042,Esponja de Aço,Limpeza,38,34.71
2024-09-01,prod_015,Pão de Forma,Padaria,74,42.57
2024-05-21,prod_004,Requeijão,Frios e Laticínios,92,14.14
2024-05-14,prod_005,Multiuso,Limpeza,89,29.72
2024-07-20,prod_032,Requeijão,Frios e Laticínios,42,8.51
2024-05-31,prod_043,Farinha de Trigo,Alimentação,52,11.56
2024-09-28,prod_011,Peixe Congelado,Congelados,89,24.04
2024-10-03,prod_038,Pizza Congelada,Congelados,80,37.38
2024-07-07,prod_021,Carvão para Churrasco,Diversos,60,5.64
2024-05-07,prod_008,Carne Moída,Carnes,97,39.03
2024-09-18,prod_031,Condicionador,Higiene,55,8.94
2024-05-23,prod_043,Farinha de Trigo,Alimentação,61,11.56
2024-06-02,prod_005,Multiuso,Limpeza,54,29.72
2024-09-12,prod_001,Bolo de Chocolate,Padaria,67,9.56
2024-09-24,prod_027,Leite Integral,Frios e Laticínios,19,22.96
2024-07-21,prod_025,Peixe Congelado,Congelados,20,48.54
2024-07-12,prod_027,Leite Integral,Frios e Laticínios,67,22.96
2024-08-24,prod_026,Nuggets,Congelados,7,10.42
2024-10-13,prod_042,Esponja de Aço,Limpeza,7,34.71
2024-08-31,prod_035,Esmalte,Cosméticos,61,45.96
2024-07-18,prod_037,Linguiça,Carnes,19,41.8
2024-07-01,prod_013,Costela,Carnes,96,17.56
2024-09-23,prod_024,Amaciante,Limpeza,22,14.44
2024-07-26,prod_034,Guardanapos,Diversos,35,7.56
2024-06-04,prod_041,Fósforo,Diversos,6,36.86
2024-06-15,prod_045,Requeijão,Frios e Laticínios,60,34.06
2024-09-09,prod_008,Carne Moída,Carnes,70,39.03
2024-10-18,prod_050,Esponja de Aço,Limpeza,56,30.0
2024-08-31,prod_037,Linguiça,Carnes,16,41.8
2024-07-18,prod_049,Loção Hidratante,Cosméticos,75,18.19
2024-06-13,prod_009,Suco de Laranja,Bebidas,93,33.15
2024-08-06,prod_049,Loção Hidratante,Cosméticos,66,18.19
2024-07-13,prod_009,Suco de Laranja,Bebidas,87,33.15
2024-06-09,prod_048,Peixe Congelado,Congelados,33,15.82
2024-06-11,prod_026,Nuggets,Congelados,23,10.42
2024-05-15,prod_001,Bolo de Chocolate,Padaria,94,9.56
2024-08-21,prod_035,Esmalte,Cosméticos,42,45.96
2024-07-21,prod_048,Peixe Congelado,Congelados,49,15.82
2024-07-19,prod_005,Multiuso,Limpeza,20,29.72
2024-07-22,prod_017,Esponja de Aço,Limpeza,13,14.38
2024-07-25,prod_041,Fósforo,Diversos,68,36.86
2024-09-21,prod_046,Amaciante,Limpeza,91,36.75
2024-08-27,prod_042,Esponja de Aço,Limpeza,80,34.71
2024-07-18,prod_048,Peixe Congelado,Congelados,68,15.82
2024-05-14,prod_037,Linguiça,Carnes,13,41.8
2024-06-02,prod_044,Manteiga,Frios e Laticínios,70,39.71
2024-08-21,prod_035,Esmalte,Cosméticos,29,45.96
2024-04-24,prod_037,Linguiça,Carnes,57,41.8
2024-08-28,prod_023,Queijo Mussarela,Frios e Laticínios,45,21.01
2024-10-07,prod_009,Suco de Laranja,Bebidas,65,33.15
2024-06-22,prod_010,Iogurte,Frios e Laticínios,33,16.1
2024-10-13,prod_008,Carne Moída,Carnes,22,39.03
2024-05-17,prod_030,Croissant,Padaria,26,49.73
2024-08-07,prod_030,Croissant,Padaria,13,49.73
2024-07-03,prod_044,Manteiga,Frios e Laticínios,44,39.71
2024-06-18,prod_031,Condicionador,Higiene,20,8.94
2024-05-04,prod_022,Filé de Peito de Frango,Carnes,98,36.71
2024-09-18,prod_043,Farinha de Trigo,Alimentação,21,11.56
2024-05-17,prod_005,Multiuso,Limpeza,65,29.72
2024-06-21,prod_043,Farinha de Trigo,Alimentação,12,11.56
2024-08-25,prod_003,Bife de Alcatra,Carnes,8,38.02
2024-09-01,prod_001,Bolo de Chocolate,Padaria,88,9.56
2024-09-23,prod_015,Pão de Forma,Padaria,80,42.57
2024-07-20,prod_038,Pizza Congelada,Congelados,30,37.38
2024-05-26,prod_022,Filé de Peito de Frango,Carnes,25,36.71
2024-07-21,prod_018,Leite Integral,Frios e Laticínios,30,28.75
2024-07-25,prod_014,Protetor Solar,Cosméticos,52,12.84
2024-05-02,prod_025,Peixe Congelado,Congelados,79,48.54
2024-10-17,prod_024,Amaciante,Limpeza,19,14.44
2024-10-10,prod_019,Hambúrguer Congelado,Congelados,98,46.57
2024-05-15,prod_025,Peixe Congelado,Congelados,12,48.54
2024-08-07,prod_005,Multiuso,Limpeza,64,29.72
2024-10-14,prod_023,Queijo Mussarela,Frios e Laticínios,9,21.01
2024-04-23,prod_026,Nuggets,Congelados,25,10.42
2024-05-31,prod_017,Esponja de Aço,Limpeza,42,14.38
2024-07-05,prod_003,Bife de Alcatra,Carnes,5,38.02
